[15:07:21.775] Namespace(root_path='../data/2018LA_Seg_Training Set/', exp='UAMT-MT-BAM-LABEL', max_iterations=6000, batch_size=4, labeled_bs=2, base_lr=0.01, deterministic=1, seed=1337, gpu='0', ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=40.0)
[15:07:22.893] 8 itertations per epoch
[15:37:17.462] Namespace(root_path='../data/2018LA_Seg_Training Set/', exp='UAMT-MT-BAM-LABEL', max_iterations=6000, batch_size=4, labeled_bs=2, base_lr=0.01, deterministic=1, seed=1337, gpu='0', ema_decay=0.99, consistency_type='mse', consistency=0.1, consistency_rampup=40.0)
[15:37:17.786] 8 itertations per epoch
[15:37:20.151] iteration 1 : loss : 0.599777 cons_dist: 0.116453, loss_weight: 0.000674
[15:38:03.756] iteration 46 : loss : 0.390116 cons_dist: 0.006695, loss_weight: 0.000674
[15:38:04.663] iteration 47 : loss : 0.368342 cons_dist: 0.014706, loss_weight: 0.000674
[15:38:05.570] iteration 48 : loss : 0.383349 cons_dist: 0.013261, loss_weight: 0.000674
[15:38:07.114] iteration 49 : loss : 0.413468 cons_dist: 0.002951, loss_weight: 0.000674
[15:38:08.023] iteration 50 : loss : 0.418747 cons_dist: 0.008448, loss_weight: 0.000674
[15:38:09.138] iteration 51 : loss : 0.446156 cons_dist: 0.004794, loss_weight: 0.000674
[15:38:10.046] iteration 52 : loss : 0.481164 cons_dist: 0.032917, loss_weight: 0.000674
[15:38:10.953] iteration 53 : loss : 0.347745 cons_dist: 0.009451, loss_weight: 0.000674
[15:38:11.861] iteration 54 : loss : 0.430619 cons_dist: 0.007456, loss_weight: 0.000674
[15:38:12.771] iteration 55 : loss : 0.424615 cons_dist: 0.012342, loss_weight: 0.000674
[15:38:13.680] iteration 56 : loss : 0.355975 cons_dist: 0.024614, loss_weight: 0.000674
[15:38:15.113] iteration 57 : loss : 0.344015 cons_dist: 0.006146, loss_weight: 0.000674
[15:38:16.027] iteration 58 : loss : 0.383933 cons_dist: 0.007788, loss_weight: 0.000674
[15:38:16.939] iteration 59 : loss : 0.433975 cons_dist: 0.012295, loss_weight: 0.000674
[15:38:17.850] iteration 60 : loss : 0.354169 cons_dist: 0.009016, loss_weight: 0.000674
[15:38:18.762] iteration 61 : loss : 0.404524 cons_dist: 0.015967, loss_weight: 0.000674
[15:38:19.672] iteration 62 : loss : 0.413758 cons_dist: 0.014483, loss_weight: 0.000674
[15:38:20.582] iteration 63 : loss : 0.377627 cons_dist: 0.011031, loss_weight: 0.000674
[15:38:21.492] iteration 64 : loss : 0.314575 cons_dist: 0.014190, loss_weight: 0.000674
[15:38:23.011] iteration 65 : loss : 0.365165 cons_dist: 0.007579, loss_weight: 0.000674
[15:38:23.925] iteration 66 : loss : 0.369072 cons_dist: 0.007322, loss_weight: 0.000674
[15:38:24.838] iteration 67 : loss : 0.419175 cons_dist: 0.015374, loss_weight: 0.000674
[15:38:25.751] iteration 68 : loss : 0.388275 cons_dist: 0.007142, loss_weight: 0.000674
[15:38:26.664] iteration 69 : loss : 0.430200 cons_dist: 0.004185, loss_weight: 0.000674
[15:38:27.575] iteration 70 : loss : 0.291590 cons_dist: 0.010859, loss_weight: 0.000674
[15:38:28.488] iteration 71 : loss : 0.410964 cons_dist: 0.028583, loss_weight: 0.000674
[15:38:29.402] iteration 72 : loss : 0.428849 cons_dist: 0.005220, loss_weight: 0.000674
[15:38:30.903] iteration 73 : loss : 0.461137 cons_dist: 0.008711, loss_weight: 0.000674
[15:38:31.814] iteration 74 : loss : 0.412147 cons_dist: 0.005289, loss_weight: 0.000674
[15:38:32.725] iteration 75 : loss : 0.362130 cons_dist: 0.011829, loss_weight: 0.000674
[15:38:33.637] iteration 76 : loss : 0.346820 cons_dist: 0.004739, loss_weight: 0.000674
[15:38:34.548] iteration 77 : loss : 0.332008 cons_dist: 0.011189, loss_weight: 0.000674
[15:38:35.460] iteration 78 : loss : 0.381318 cons_dist: 0.003812, loss_weight: 0.000674
[15:38:36.372] iteration 79 : loss : 0.377628 cons_dist: 0.005983, loss_weight: 0.000674
[15:38:37.286] iteration 80 : loss : 0.358929 cons_dist: 0.003611, loss_weight: 0.000674
[15:38:38.806] iteration 81 : loss : 0.338784 cons_dist: 0.010032, loss_weight: 0.000674
[15:38:39.721] iteration 82 : loss : 0.335738 cons_dist: 0.009483, loss_weight: 0.000674
[15:38:40.634] iteration 83 : loss : 0.364491 cons_dist: 0.018553, loss_weight: 0.000674
[15:38:41.549] iteration 84 : loss : 0.411244 cons_dist: 0.005352, loss_weight: 0.000674
[15:38:42.463] iteration 85 : loss : 0.345177 cons_dist: 0.006366, loss_weight: 0.000674
[15:38:43.379] iteration 86 : loss : 0.346435 cons_dist: 0.010855, loss_weight: 0.000674
[15:38:44.293] iteration 87 : loss : 0.278635 cons_dist: 0.003587, loss_weight: 0.000674
[15:38:45.208] iteration 88 : loss : 0.353803 cons_dist: 0.007864, loss_weight: 0.000674
[15:38:46.724] iteration 89 : loss : 0.356284 cons_dist: 0.004299, loss_weight: 0.000674
[15:38:47.639] iteration 90 : loss : 0.389893 cons_dist: 0.004039, loss_weight: 0.000674
[15:38:48.551] iteration 91 : loss : 0.401400 cons_dist: 0.007262, loss_weight: 0.000674
[15:38:49.466] iteration 92 : loss : 0.332885 cons_dist: 0.009723, loss_weight: 0.000674
[15:38:50.379] iteration 93 : loss : 0.400249 cons_dist: 0.009773, loss_weight: 0.000674
[15:38:51.292] iteration 94 : loss : 0.284110 cons_dist: 0.011931, loss_weight: 0.000674
[15:38:52.209] iteration 95 : loss : 0.345938 cons_dist: 0.005227, loss_weight: 0.000674
[15:38:53.123] iteration 96 : loss : 0.282457 cons_dist: 0.010497, loss_weight: 0.000674
[15:38:54.598] iteration 97 : loss : 0.348225 cons_dist: 0.007020, loss_weight: 0.000674
[15:38:55.513] iteration 98 : loss : 0.371412 cons_dist: 0.007359, loss_weight: 0.000674
[15:38:56.427] iteration 99 : loss : 0.390499 cons_dist: 0.005118, loss_weight: 0.000674
[15:38:57.341] iteration 100 : loss : 0.319695 cons_dist: 0.011957, loss_weight: 0.000674
[15:38:58.442] iteration 101 : loss : 0.400145 cons_dist: 0.011229, loss_weight: 0.000674
[15:38:59.354] iteration 102 : loss : 0.273199 cons_dist: 0.005561, loss_weight: 0.000674
[15:39:00.271] iteration 103 : loss : 0.332586 cons_dist: 0.005552, loss_weight: 0.000674
[15:39:01.185] iteration 104 : loss : 0.261813 cons_dist: 0.005722, loss_weight: 0.000674
[15:39:02.650] iteration 105 : loss : 0.295905 cons_dist: 0.007623, loss_weight: 0.000674
[15:39:03.564] iteration 106 : loss : 0.345469 cons_dist: 0.012564, loss_weight: 0.000674
[15:39:04.482] iteration 107 : loss : 0.379280 cons_dist: 0.007975, loss_weight: 0.000674
[15:39:05.397] iteration 108 : loss : 0.286810 cons_dist: 0.014409, loss_weight: 0.000674
[15:39:06.310] iteration 109 : loss : 0.356999 cons_dist: 0.008884, loss_weight: 0.000674
[15:39:07.226] iteration 110 : loss : 0.499196 cons_dist: 0.018360, loss_weight: 0.000674
[15:39:08.142] iteration 111 : loss : 0.319791 cons_dist: 0.017376, loss_weight: 0.000674
[15:39:09.058] iteration 112 : loss : 0.377209 cons_dist: 0.020151, loss_weight: 0.000674
[15:39:10.632] iteration 113 : loss : 0.308923 cons_dist: 0.009269, loss_weight: 0.000674
[15:39:11.549] iteration 114 : loss : 0.291601 cons_dist: 0.005242, loss_weight: 0.000674
[15:39:12.466] iteration 115 : loss : 0.342818 cons_dist: 0.007976, loss_weight: 0.000674
[15:39:13.383] iteration 116 : loss : 0.338281 cons_dist: 0.010488, loss_weight: 0.000674
[15:39:14.299] iteration 117 : loss : 0.280187 cons_dist: 0.005318, loss_weight: 0.000674
[15:39:15.215] iteration 118 : loss : 0.295196 cons_dist: 0.006283, loss_weight: 0.000674
[15:39:16.130] iteration 119 : loss : 0.371403 cons_dist: 0.007852, loss_weight: 0.000674
[15:39:17.047] iteration 120 : loss : 0.392173 cons_dist: 0.010497, loss_weight: 0.000674
[15:39:18.684] iteration 121 : loss : 0.314394 cons_dist: 0.013747, loss_weight: 0.000674
[15:39:19.598] iteration 122 : loss : 0.306075 cons_dist: 0.016615, loss_weight: 0.000674
[15:39:20.512] iteration 123 : loss : 0.345003 cons_dist: 0.006794, loss_weight: 0.000674
[15:39:21.427] iteration 124 : loss : 0.440702 cons_dist: 0.010923, loss_weight: 0.000674
[15:39:22.341] iteration 125 : loss : 0.293692 cons_dist: 0.005102, loss_weight: 0.000674
[15:39:23.256] iteration 126 : loss : 0.346163 cons_dist: 0.003035, loss_weight: 0.000674
[15:39:24.176] iteration 127 : loss : 0.324260 cons_dist: 0.003838, loss_weight: 0.000674
[15:39:25.091] iteration 128 : loss : 0.426406 cons_dist: 0.005374, loss_weight: 0.000674
[15:39:26.664] iteration 129 : loss : 0.303691 cons_dist: 0.007728, loss_weight: 0.000674
[15:39:27.582] iteration 130 : loss : 0.349142 cons_dist: 0.017094, loss_weight: 0.000674
[15:39:28.498] iteration 131 : loss : 0.309836 cons_dist: 0.012108, loss_weight: 0.000674
[15:39:29.412] iteration 132 : loss : 0.321249 cons_dist: 0.008424, loss_weight: 0.000674
[15:39:30.328] iteration 133 : loss : 0.217953 cons_dist: 0.011333, loss_weight: 0.000674
[15:39:31.243] iteration 134 : loss : 0.221148 cons_dist: 0.008903, loss_weight: 0.000674
[15:39:32.159] iteration 135 : loss : 0.273298 cons_dist: 0.006242, loss_weight: 0.000674
[15:39:33.075] iteration 136 : loss : 0.327586 cons_dist: 0.004085, loss_weight: 0.000674
[15:39:34.719] iteration 137 : loss : 0.340265 cons_dist: 0.004034, loss_weight: 0.000674
[15:39:35.636] iteration 138 : loss : 0.311301 cons_dist: 0.007507, loss_weight: 0.000674
[15:39:36.552] iteration 139 : loss : 0.277953 cons_dist: 0.004504, loss_weight: 0.000674
[15:39:37.467] iteration 140 : loss : 0.267610 cons_dist: 0.014444, loss_weight: 0.000674
[15:39:38.383] iteration 141 : loss : 0.288869 cons_dist: 0.013564, loss_weight: 0.000674
[15:39:39.300] iteration 142 : loss : 0.390622 cons_dist: 0.005656, loss_weight: 0.000674
[15:39:40.214] iteration 143 : loss : 0.300783 cons_dist: 0.006516, loss_weight: 0.000674
[15:39:41.128] iteration 144 : loss : 0.294350 cons_dist: 0.009975, loss_weight: 0.000674
[15:39:42.640] iteration 145 : loss : 0.375735 cons_dist: 0.005452, loss_weight: 0.000674
[15:39:43.559] iteration 146 : loss : 0.333947 cons_dist: 0.011641, loss_weight: 0.000674
[15:39:44.479] iteration 147 : loss : 0.302923 cons_dist: 0.029292, loss_weight: 0.000674
[15:39:45.397] iteration 148 : loss : 0.311987 cons_dist: 0.009269, loss_weight: 0.000674
[15:39:46.314] iteration 149 : loss : 0.271258 cons_dist: 0.015134, loss_weight: 0.000674
[15:39:47.231] iteration 150 : loss : 0.224373 cons_dist: 0.004919, loss_weight: 0.000674
[15:39:48.336] iteration 151 : loss : 0.257079 cons_dist: 0.014726, loss_weight: 0.000862
[15:39:49.253] iteration 152 : loss : 0.339700 cons_dist: 0.005681, loss_weight: 0.000862
[15:39:50.824] iteration 153 : loss : 0.278926 cons_dist: 0.007198, loss_weight: 0.000862
[15:39:51.740] iteration 154 : loss : 0.243102 cons_dist: 0.010367, loss_weight: 0.000862
[15:39:52.654] iteration 155 : loss : 0.418891 cons_dist: 0.006711, loss_weight: 0.000862
[15:39:53.572] iteration 156 : loss : 0.286725 cons_dist: 0.004956, loss_weight: 0.000862
[15:39:54.487] iteration 157 : loss : 0.254922 cons_dist: 0.010645, loss_weight: 0.000862
[15:39:55.405] iteration 158 : loss : 0.283057 cons_dist: 0.009668, loss_weight: 0.000862
[15:39:56.321] iteration 159 : loss : 0.295872 cons_dist: 0.007583, loss_weight: 0.000862
[15:39:57.239] iteration 160 : loss : 0.401754 cons_dist: 0.024589, loss_weight: 0.000862
[15:39:58.706] iteration 161 : loss : 0.295396 cons_dist: 0.012981, loss_weight: 0.000862
[15:39:59.626] iteration 162 : loss : 0.315063 cons_dist: 0.008474, loss_weight: 0.000862
[15:40:00.549] iteration 163 : loss : 0.381957 cons_dist: 0.006592, loss_weight: 0.000862
[15:40:01.466] iteration 164 : loss : 0.339413 cons_dist: 0.006374, loss_weight: 0.000862
[15:40:02.383] iteration 165 : loss : 0.267389 cons_dist: 0.006531, loss_weight: 0.000862
[15:40:03.301] iteration 166 : loss : 0.274056 cons_dist: 0.005619, loss_weight: 0.000862
[15:40:04.217] iteration 167 : loss : 0.211266 cons_dist: 0.009219, loss_weight: 0.000862
[15:40:05.138] iteration 168 : loss : 0.504875 cons_dist: 0.010741, loss_weight: 0.000862
[15:40:06.705] iteration 169 : loss : 0.275568 cons_dist: 0.007410, loss_weight: 0.000862
[15:40:07.624] iteration 170 : loss : 0.275290 cons_dist: 0.005397, loss_weight: 0.000862
[15:40:08.543] iteration 171 : loss : 0.207515 cons_dist: 0.004973, loss_weight: 0.000862
[15:40:09.463] iteration 172 : loss : 0.271356 cons_dist: 0.016680, loss_weight: 0.000862
[15:40:10.382] iteration 173 : loss : 0.219657 cons_dist: 0.003184, loss_weight: 0.000862
[15:40:11.299] iteration 174 : loss : 0.248870 cons_dist: 0.004343, loss_weight: 0.000862
[15:40:12.216] iteration 175 : loss : 0.287499 cons_dist: 0.007610, loss_weight: 0.000862
[15:40:13.135] iteration 176 : loss : 0.465569 cons_dist: 0.003870, loss_weight: 0.000862
[15:40:14.762] iteration 177 : loss : 0.201768 cons_dist: 0.004706, loss_weight: 0.000862
[15:40:15.685] iteration 178 : loss : 0.210346 cons_dist: 0.006158, loss_weight: 0.000862
[15:40:16.601] iteration 179 : loss : 0.248619 cons_dist: 0.005765, loss_weight: 0.000862
[15:40:17.517] iteration 180 : loss : 0.326044 cons_dist: 0.028676, loss_weight: 0.000862
[15:40:18.434] iteration 181 : loss : 0.352364 cons_dist: 0.010506, loss_weight: 0.000862
[15:40:19.350] iteration 182 : loss : 0.253059 cons_dist: 0.008951, loss_weight: 0.000862
[15:40:20.267] iteration 183 : loss : 0.335017 cons_dist: 0.003971, loss_weight: 0.000862
[15:40:21.182] iteration 184 : loss : 0.306671 cons_dist: 0.003359, loss_weight: 0.000862
[15:40:22.774] iteration 185 : loss : 0.223296 cons_dist: 0.004436, loss_weight: 0.000862
[15:40:23.690] iteration 186 : loss : 0.318982 cons_dist: 0.005345, loss_weight: 0.000862
[15:40:24.604] iteration 187 : loss : 0.226442 cons_dist: 0.010406, loss_weight: 0.000862
[15:40:25.518] iteration 188 : loss : 0.295297 cons_dist: 0.010076, loss_weight: 0.000862
[15:40:26.435] iteration 189 : loss : 0.211256 cons_dist: 0.007833, loss_weight: 0.000862
[15:40:27.351] iteration 190 : loss : 0.377614 cons_dist: 0.004802, loss_weight: 0.000862
[15:40:28.267] iteration 191 : loss : 0.321036 cons_dist: 0.005896, loss_weight: 0.000862
[15:40:29.180] iteration 192 : loss : 0.244830 cons_dist: 0.024490, loss_weight: 0.000862
[15:40:30.722] iteration 193 : loss : 0.331564 cons_dist: 0.005042, loss_weight: 0.000862
[15:40:31.638] iteration 194 : loss : 0.215359 cons_dist: 0.006901, loss_weight: 0.000862
[15:40:32.553] iteration 195 : loss : 0.397123 cons_dist: 0.008601, loss_weight: 0.000862
[15:40:33.470] iteration 196 : loss : 0.381714 cons_dist: 0.014637, loss_weight: 0.000862
[15:40:34.388] iteration 197 : loss : 0.241360 cons_dist: 0.017016, loss_weight: 0.000862
[15:40:35.306] iteration 198 : loss : 0.310367 cons_dist: 0.006347, loss_weight: 0.000862
[15:40:36.222] iteration 199 : loss : 0.261113 cons_dist: 0.007851, loss_weight: 0.000862
[15:40:37.138] iteration 200 : loss : 0.209022 cons_dist: 0.011125, loss_weight: 0.000862
[15:40:38.837] iteration 201 : loss : 0.198614 cons_dist: 0.007460, loss_weight: 0.000862
[15:40:39.757] iteration 202 : loss : 0.219015 cons_dist: 0.005065, loss_weight: 0.000862
[15:40:40.675] iteration 203 : loss : 0.193202 cons_dist: 0.007919, loss_weight: 0.000862
[15:40:41.593] iteration 204 : loss : 0.354324 cons_dist: 0.014283, loss_weight: 0.000862
[15:40:42.513] iteration 205 : loss : 0.221235 cons_dist: 0.008375, loss_weight: 0.000862
[15:40:43.432] iteration 206 : loss : 0.172671 cons_dist: 0.014961, loss_weight: 0.000862
[15:40:44.351] iteration 207 : loss : 0.268660 cons_dist: 0.008760, loss_weight: 0.000862
[15:40:45.272] iteration 208 : loss : 0.224501 cons_dist: 0.015372, loss_weight: 0.000862
[15:40:46.851] iteration 209 : loss : 0.203685 cons_dist: 0.008366, loss_weight: 0.000862
[15:40:47.771] iteration 210 : loss : 0.189834 cons_dist: 0.006781, loss_weight: 0.000862
[15:40:48.690] iteration 211 : loss : 0.305835 cons_dist: 0.009062, loss_weight: 0.000862
[15:40:49.612] iteration 212 : loss : 0.402915 cons_dist: 0.035072, loss_weight: 0.000862
[15:40:50.532] iteration 213 : loss : 0.245674 cons_dist: 0.007926, loss_weight: 0.000862
[15:40:51.451] iteration 214 : loss : 0.379272 cons_dist: 0.007182, loss_weight: 0.000862
[15:40:52.371] iteration 215 : loss : 0.304758 cons_dist: 0.015425, loss_weight: 0.000862
[15:40:53.290] iteration 216 : loss : 0.187237 cons_dist: 0.017550, loss_weight: 0.000862
[15:40:54.813] iteration 217 : loss : 0.291608 cons_dist: 0.003086, loss_weight: 0.000862
[15:40:55.733] iteration 218 : loss : 0.226788 cons_dist: 0.003935, loss_weight: 0.000862
[15:40:56.653] iteration 219 : loss : 0.188800 cons_dist: 0.013960, loss_weight: 0.000862
[15:40:57.573] iteration 220 : loss : 0.177992 cons_dist: 0.006044, loss_weight: 0.000862
[15:40:58.491] iteration 221 : loss : 0.281849 cons_dist: 0.008424, loss_weight: 0.000862
[15:40:59.410] iteration 222 : loss : 0.299537 cons_dist: 0.017109, loss_weight: 0.000862
[15:41:00.331] iteration 223 : loss : 0.225173 cons_dist: 0.005074, loss_weight: 0.000862
[15:41:01.250] iteration 224 : loss : 0.234150 cons_dist: 0.010674, loss_weight: 0.000862
[15:41:02.790] iteration 225 : loss : 0.224902 cons_dist: 0.007530, loss_weight: 0.000862
[15:41:03.710] iteration 226 : loss : 0.172966 cons_dist: 0.009031, loss_weight: 0.000862
[15:41:04.629] iteration 227 : loss : 0.235027 cons_dist: 0.017465, loss_weight: 0.000862
[15:41:05.549] iteration 228 : loss : 0.282395 cons_dist: 0.011581, loss_weight: 0.000862
[15:41:06.469] iteration 229 : loss : 0.181495 cons_dist: 0.011331, loss_weight: 0.000862
[15:41:07.389] iteration 230 : loss : 0.264723 cons_dist: 0.006180, loss_weight: 0.000862
[15:41:08.308] iteration 231 : loss : 0.177151 cons_dist: 0.005692, loss_weight: 0.000862
[15:41:09.226] iteration 232 : loss : 0.173022 cons_dist: 0.020311, loss_weight: 0.000862
[15:41:10.701] iteration 233 : loss : 0.183015 cons_dist: 0.002562, loss_weight: 0.000862
[15:41:11.624] iteration 234 : loss : 0.167561 cons_dist: 0.003284, loss_weight: 0.000862
[15:41:12.546] iteration 235 : loss : 0.199136 cons_dist: 0.010031, loss_weight: 0.000862
[15:41:13.465] iteration 236 : loss : 0.135919 cons_dist: 0.036151, loss_weight: 0.000862
[15:41:14.386] iteration 237 : loss : 0.218256 cons_dist: 0.042901, loss_weight: 0.000862
[15:41:15.305] iteration 238 : loss : 0.386538 cons_dist: 0.009866, loss_weight: 0.000862
[15:41:16.225] iteration 239 : loss : 0.259124 cons_dist: 0.005907, loss_weight: 0.000862
[15:41:17.148] iteration 240 : loss : 0.204626 cons_dist: 0.005733, loss_weight: 0.000862
[15:41:18.723] iteration 241 : loss : 0.154385 cons_dist: 0.006600, loss_weight: 0.000862
[15:41:19.644] iteration 242 : loss : 0.239262 cons_dist: 0.005736, loss_weight: 0.000862
[15:41:20.564] iteration 243 : loss : 0.174364 cons_dist: 0.006269, loss_weight: 0.000862
[15:41:21.483] iteration 244 : loss : 0.236035 cons_dist: 0.016088, loss_weight: 0.000862
[15:41:22.402] iteration 245 : loss : 0.157105 cons_dist: 0.011934, loss_weight: 0.000862
[15:41:23.324] iteration 246 : loss : 0.155088 cons_dist: 0.006797, loss_weight: 0.000862
[15:41:24.243] iteration 247 : loss : 0.212750 cons_dist: 0.010948, loss_weight: 0.000862
[15:41:25.163] iteration 248 : loss : 0.218521 cons_dist: 0.009967, loss_weight: 0.000862
[15:41:26.669] iteration 249 : loss : 0.213547 cons_dist: 0.005192, loss_weight: 0.000862
[15:41:27.591] iteration 250 : loss : 0.261562 cons_dist: 0.029129, loss_weight: 0.000862
[15:41:28.702] iteration 251 : loss : 0.144878 cons_dist: 0.008775, loss_weight: 0.000862
[15:41:29.623] iteration 252 : loss : 0.319707 cons_dist: 0.002941, loss_weight: 0.000862
[15:41:30.542] iteration 253 : loss : 0.266885 cons_dist: 0.004081, loss_weight: 0.000862
[15:41:31.463] iteration 254 : loss : 0.189606 cons_dist: 0.006075, loss_weight: 0.000862
[15:41:32.383] iteration 255 : loss : 0.320973 cons_dist: 0.010381, loss_weight: 0.000862
[15:41:33.302] iteration 256 : loss : 0.216324 cons_dist: 0.009017, loss_weight: 0.000862
[15:41:34.889] iteration 257 : loss : 0.242550 cons_dist: 0.032414, loss_weight: 0.000862
[15:41:35.808] iteration 258 : loss : 0.253635 cons_dist: 0.015822, loss_weight: 0.000862
[15:41:36.726] iteration 259 : loss : 0.366881 cons_dist: 0.013876, loss_weight: 0.000862
[15:41:37.646] iteration 260 : loss : 0.318523 cons_dist: 0.018212, loss_weight: 0.000862
[15:41:38.565] iteration 261 : loss : 0.176760 cons_dist: 0.010408, loss_weight: 0.000862
[15:41:39.485] iteration 262 : loss : 0.255932 cons_dist: 0.017044, loss_weight: 0.000862
[15:41:40.403] iteration 263 : loss : 0.238666 cons_dist: 0.025646, loss_weight: 0.000862
[15:41:41.321] iteration 264 : loss : 0.388854 cons_dist: 0.006455, loss_weight: 0.000862
[15:41:42.944] iteration 265 : loss : 0.161917 cons_dist: 0.005364, loss_weight: 0.000862
[15:41:43.866] iteration 266 : loss : 0.167763 cons_dist: 0.014337, loss_weight: 0.000862
[15:41:44.783] iteration 267 : loss : 0.196888 cons_dist: 0.003708, loss_weight: 0.000862
[15:41:45.701] iteration 268 : loss : 0.268069 cons_dist: 0.006509, loss_weight: 0.000862
[15:41:46.620] iteration 269 : loss : 0.226728 cons_dist: 0.013485, loss_weight: 0.000862
[15:41:47.543] iteration 270 : loss : 0.148001 cons_dist: 0.005880, loss_weight: 0.000862
